order_id,order_date,ship_date,ship_mode,customer_id,segment,region,category,sub_category,sales,quantity,discount,profit
CMD-2024-10516,2025-05-13,2025-05-17,Second Class,CUST-586,Home Office,Nouvelle-Aquitaine,Office Supplies,Paper,155.94,3,0.1,17.67
CMD-2024-10517,2024-02-04,2024-02-07,Standard Class,CUST-633,Corporate,Occitanie,Furniture,Bookcases,371.36,7,0.0,59.45
CMD-2024-10518,2025-12-27,2026-01-01,Same Day,CUST-123,Consumer,Auvergne-Rhône-Alpes,Furniture,Furnishings,357.25,2,0.2,25.49
CMD-2024-10519,2024-03-30,2024-04-04,First Class,CUST-174,Corporate,Auvergne-Rhône-Alpes,Technology,Accessories,328.96,6,0.2,32.32
CMD-2024-10520,2025-08-27,2025-08-29,Same Day,CUST-745,Consumer,Auvergne-Rhône-Alpes,Technology,Phones,109.43,7,0.2,-1.25
CMD-2024-10521,2025-08-24,2025-08-26,Second Class,CUST-493,Corporate,Île-de-France,Technology,Accessories,148.07,1,0.1,45.09
CMD-2024-10522,2025-02-21,2025-02-24,Second Class,CUST-778,Consumer,Nouvelle-Aquitaine,Office Supplies,Paper,213.83,6,0.0,54.15
CMD-2024-10523,2024-04-24,2024-04-25,Standard Class,CUST-557,Consumer,Île-de-France,Technology,Accessories,817.42,5,0.3,125.96
CMD-2024-10524,2025-09-08,2025-09-10,Second Class,CUST-209,Home Office,Hauts-de-France,Technology,Accessories,102.3,8,0.0,20.08
CMD-2024-10525,2024-07-14,2024-07-17,Standard Class,CUST-189,Consumer,Nouvelle-Aquitaine,Office Supplies,Art,579.48,6,0.0,96.82
CMD-2024-10526,2025-05-15,2025-05-17,First Class,CUST-136,Home Office,Occitanie,Office Supplies,Paper,84.04,2,0.0,24.77
CMD-2024-10527,2025-09-17,2025-09-19,Second Class,CUST-662,Consumer,Île-de-France,Office Supplies,Envelopes,1008.66,2,0.2,26.97
CMD-2024-10528,2025-05-07,2025-05-09,Same Day,CUST-671,Corporate,Auvergne-Rhône-Alpes,Technology,Copiers,259.08,8,0.2,65.09
CMD-2024-10529,2024-03-15,2024-03-19,Second Class,CUST-683,Corporate,Auvergne-Rhône-Alpes,Technology,Machines,152.0,7,0.2,-4.09
CMD-2024-10530,2025-02-16,2025-02-20,Second Class,CUST-739,Home Office,Auvergne-Rhône-Alpes,Furniture,Bookcases,224.07,1,0.0,61.35
CMD-2024-10531,2025-01-10,2025-01-15,First Class,CUST-406,Consumer,Île-de-France,Technology,Machines,85.0,8,0.0,36.38
CMD-2024-10532,2025-02-23,2025-02-27,Standard Class,CUST-161,Home Office,Île-de-France,Technology,Phones,85.5,3,0.5,-15.79
CMD-2024-10533,2025-12-29,2026-01-01,Standard Class,CUST-404,Corporate,Auvergne-Rhône-Alpes,Furniture,Chairs,41.52,2,0.1,3.65
CMD-2024-10534,2024-10-03,2024-10-05,Second Class,CUST-278,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Binders,41.64,3,0.0,10.03
CMD-2024-10535,2025-11-06,2025-11-10,Same Day,CUST-639,Home Office,Auvergne-Rhône-Alpes,Technology,Copiers,108.99,7,0.1,22.82
CMD-2024-10536,2025-01-28,2025-01-30,Second Class,CUST-764,Corporate,Hauts-de-France,Office Supplies,Envelopes,331.6,7,0.0,68.16
CMD-2024-10537,2025-04-01,2025-04-02,Same Day,CUST-543,Corporate,Île-de-France,Office Supplies,Art,221.01,5,0.0,64.09
CMD-2024-10538,2024-07-10,2024-07-15,First Class,CUST-618,Consumer,Auvergne-Rhône-Alpes,Technology,Copiers,38.81,3,0.0,15.56
CMD-2024-10539,2025-11-19,2025-11-23,First Class,CUST-676,Consumer,Occitanie,Office Supplies,Binders,435.67,7,0.0,179.4
CMD-2024-10540,2024-04-08,2024-04-10,Standard Class,CUST-734,Consumer,Auvergne-Rhône-Alpes,Technology,Phones,217.34,7,0.0,35.81
CMD-2024-10541,2025-07-01,2025-07-02,Same Day,CUST-135,Home Office,Île-de-France,Technology,Copiers,727.91,7,0.3,-52.21
CMD-2024-10542,2024-04-05,2024-04-10,Second Class,CUST-577,Home Office,Occitanie,Office Supplies,Paper,259.03,8,0.1,36.93
CMD-2024-10543,2025-10-25,2025-10-30,Second Class,CUST-172,Consumer,Île-de-France,Technology,Accessories,57.37,4,0.1,13.68
CMD-2024-10544,2025-10-24,2025-10-25,Second Class,CUST-129,Consumer,Île-de-France,Office Supplies,Paper,156.25,7,0.2,12.23
CMD-2024-10545,2024-07-08,2024-07-12,Second Class,CUST-402,Consumer,Île-de-France,Technology,Copiers,245.02,7,0.5,-11.46
CMD-2024-10546,2024-02-06,2024-02-10,First Class,CUST-446,Corporate,Nouvelle-Aquitaine,Furniture,Bookcases,21.31,3,0.0,7.78
CMD-2024-10547,2025-01-03,2025-01-05,Same Day,CUST-610,Consumer,Occitanie,Furniture,Bookcases,18.3,2,0.3,-1.64
CMD-2024-10548,2025-11-25,2025-11-28,First Class,CUST-616,Home Office,Hauts-de-France,Technology,Accessories,45.49,3,0.1,11.25
CMD-2024-10549,2025-06-08,2025-06-10,Same Day,CUST-164,Corporate,Hauts-de-France,Technology,Copiers,78.78,3,0.0,14.49
CMD-2024-10550,2024-10-05,2024-10-07,Standard Class,CUST-726,Consumer,Nouvelle-Aquitaine,Furniture,Bookcases,138.49,4,0.0,31.37
CMD-2024-10551,2024-08-04,2024-08-06,Same Day,CUST-552,Home Office,Île-de-France,Office Supplies,Envelopes,162.03,4,0.1,18.37
CMD-2024-10552,2024-09-29,2024-09-30,Second Class,CUST-628,Corporate,Hauts-de-France,Office Supplies,Storage,47.68,8,0.2,1.05
CMD-2024-10553,2024-03-02,2024-03-07,First Class,CUST-468,Corporate,Occitanie,Furniture,Chairs,261.18,1,0.0,87.47
CMD-2024-10554,2025-08-18,2025-08-23,Second Class,CUST-136,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Binders,214.47,2,0.1,49.13
CMD-2024-10555,2025-12-29,2026-01-01,Same Day,CUST-480,Home Office,Occitanie,Office Supplies,Storage,91.74,7,0.2,2.09
CMD-2024-10556,2024-12-07,2024-12-11,Same Day,CUST-318,Corporate,Île-de-France,Office Supplies,Storage,18.03,8,0.0,8.06
CMD-2024-10557,2025-01-31,2025-02-02,Standard Class,CUST-748,Home Office,Occitanie,Furniture,Chairs,32.78,1,0.3,0.21
CMD-2024-10558,2025-11-29,2025-11-30,Same Day,CUST-345,Corporate,Île-de-France,Furniture,Tables,124.36,7,0.3,-11.3
CMD-2024-10559,2024-01-19,2024-01-20,Same Day,CUST-649,Corporate,Occitanie,Office Supplies,Art,51.79,7,0.1,4.98
CMD-2024-10560,2024-06-25,2024-06-27,Second Class,CUST-350,Corporate,Nouvelle-Aquitaine,Furniture,Tables,119.04,4,0.7,-36.29
CMD-2024-10561,2025-09-03,2025-09-04,Same Day,CUST-664,Corporate,Occitanie,Office Supplies,Art,232.66,7,0.0,103.24
CMD-2024-10562,2025-01-30,2025-01-31,Same Day,CUST-445,Consumer,Hauts-de-France,Furniture,Chairs,189.33,7,0.0,60.89
CMD-2024-10563,2025-03-20,2025-03-22,First Class,CUST-571,Home Office,Auvergne-Rhône-Alpes,Technology,Copiers,72.84,3,0.0,31.66
CMD-2024-10564,2024-08-20,2024-08-23,First Class,CUST-660,Consumer,Nouvelle-Aquitaine,Technology,Machines,107.69,4,0.1,20.81
CMD-2024-10565,2024-03-16,2024-03-17,Standard Class,CUST-221,Consumer,Occitanie,Furniture,Furnishings,224.44,5,0.1,42.81
CMD-2024-10566,2024-09-21,2024-09-26,Standard Class,CUST-425,Consumer,Île-de-France,Furniture,Furnishings,448.89,3,0.1,94.27
CMD-2024-10567,2025-03-30,2025-04-04,Second Class,CUST-627,Consumer,Nouvelle-Aquitaine,Office Supplies,Art,322.83,1,0.0,115.97
CMD-2024-10568,2025-12-18,2025-12-23,Second Class,CUST-220,Corporate,Hauts-de-France,Technology,Accessories,192.34,3,0.0,50.06
CMD-2024-10569,2025-01-18,2025-01-20,First Class,CUST-238,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Binders,113.97,8,0.3,15.86
CMD-2024-10570,2025-07-17,2025-07-22,First Class,CUST-186,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Paper,114.93,5,0.3,-12.78
CMD-2024-10571,2025-05-20,2025-05-24,First Class,CUST-229,Corporate,Occitanie,Technology,Copiers,480.39,4,0.2,48.97
CMD-2024-10572,2025-01-01,2025-01-02,Standard Class,CUST-351,Consumer,Hauts-de-France,Office Supplies,Art,23.81,2,0.2,2.94
CMD-2024-10573,2024-05-23,2024-05-26,Standard Class,CUST-459,Corporate,Hauts-de-France,Office Supplies,Art,987.71,7,0.1,239.13
CMD-2024-10574,2024-03-09,2024-03-14,Same Day,CUST-529,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Storage,255.19,6,0.0,59.41
CMD-2024-10575,2024-04-08,2024-04-10,Standard Class,CUST-146,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Storage,266.46,2,0.0,74.14
CMD-2024-10576,2025-01-30,2025-02-02,Same Day,CUST-690,Home Office,Hauts-de-France,Office Supplies,Storage,23.52,2,0.2,2.71
CMD-2024-10577,2024-01-25,2024-01-27,Second Class,CUST-600,Home Office,Auvergne-Rhône-Alpes,Furniture,Bookcases,219.65,7,0.1,58.44
CMD-2024-10578,2025-04-13,2025-04-16,Standard Class,CUST-524,Home Office,Île-de-France,Technology,Phones,160.89,4,0.0,61.47
CMD-2024-10579,2025-04-28,2025-05-01,Second Class,CUST-474,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Art,39.6,2,0.5,-3.11
CMD-2024-10580,2025-07-18,2025-07-19,Same Day,CUST-210,Corporate,Île-de-France,Furniture,Chairs,86.64,5,0.3,-1.52
CMD-2024-10581,2024-05-30,2024-06-02,Second Class,CUST-326,Home Office,Auvergne-Rhône-Alpes,Furniture,Tables,501.23,7,0.0,225.47
CMD-2024-10582,2024-05-23,2024-05-27,Second Class,CUST-138,Home Office,Nouvelle-Aquitaine,Technology,Phones,190.67,4,0.1,59.98
CMD-2024-10583,2025-07-22,2025-07-26,Standard Class,CUST-234,Consumer,Nouvelle-Aquitaine,Office Supplies,Paper,132.36,8,0.5,-29.38
CMD-2024-10584,2024-02-08,2024-02-12,Same Day,CUST-394,Home Office,Nouvelle-Aquitaine,Technology,Machines,31.6,2,0.0,6.59
CMD-2024-10585,2024-04-18,2024-04-20,Same Day,CUST-709,Corporate,Île-de-France,Office Supplies,Art,290.48,7,0.1,44.79
CMD-2024-10586,2025-11-23,2025-11-24,First Class,CUST-133,Consumer,Île-de-France,Technology,Accessories,281.97,6,0.1,55.18
CMD-2024-10587,2024-02-11,2024-02-13,Standard Class,CUST-527,Corporate,Occitanie,Technology,Copiers,224.45,1,0.0,90.96
CMD-2024-10588,2024-07-04,2024-07-09,Standard Class,CUST-167,Consumer,Occitanie,Furniture,Furnishings,172.05,4,0.3,19.53
CMD-2024-10589,2025-02-01,2025-02-05,Same Day,CUST-298,Corporate,Auvergne-Rhône-Alpes,Technology,Copiers,140.13,4,0.0,56.81
CMD-2024-10590,2024-08-10,2024-08-11,Standard Class,CUST-659,Home Office,Île-de-France,Office Supplies,Envelopes,212.91,3,0.0,49.31
CMD-2024-10591,2025-09-25,2025-09-29,Second Class,CUST-358,Consumer,Nouvelle-Aquitaine,Office Supplies,Art,73.47,8,0.0,24.1
CMD-2024-10592,2024-05-12,2024-05-13,First Class,CUST-773,Home Office,Nouvelle-Aquitaine,Office Supplies,Storage,638.62,7,0.0,150.06
CMD-2024-10593,2024-06-11,2024-06-13,Same Day,CUST-724,Corporate,Nouvelle-Aquitaine,Technology,Accessories,210.51,2,0.0,38.46
CMD-2024-10594,2024-08-02,2024-08-04,Standard Class,CUST-236,Corporate,Auvergne-Rhône-Alpes,Technology,Accessories,97.01,1,0.2,17.0
CMD-2024-10595,2024-08-22,2024-08-26,Standard Class,CUST-480,Consumer,Île-de-France,Office Supplies,Binders,146.4,7,0.0,28.24
CMD-2024-10596,2025-10-19,2025-10-22,Second Class,CUST-623,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Binders,375.42,6,0.1,97.73
CMD-2024-10597,2025-08-10,2025-08-11,Standard Class,CUST-337,Corporate,Hauts-de-France,Furniture,Bookcases,53.78,5,0.2,8.84
CMD-2024-10598,2024-01-09,2024-01-14,Standard Class,CUST-383,Consumer,Hauts-de-France,Furniture,Furnishings,91.23,4,0.0,35.86
CMD-2024-10599,2024-03-14,2024-03-17,Second Class,CUST-787,Home Office,Occitanie,Technology,Machines,265.34,5,0.1,27.03
CMD-2024-10600,2025-05-06,2025-05-08,Standard Class,CUST-557,Consumer,Île-de-France,Office Supplies,Binders,98.39,5,0.2,20.17
CMD-2024-10601,2024-09-09,2024-09-10,First Class,CUST-686,Corporate,Nouvelle-Aquitaine,Furniture,Furnishings,360.98,5,0.1,129.87
CMD-2024-10602,2024-08-17,2024-08-20,Second Class,CUST-234,Corporate,Île-de-France,Technology,Machines,45.75,8,0.0,18.54
CMD-2024-10603,2025-06-02,2025-06-07,Same Day,CUST-181,Consumer,Occitanie,Technology,Accessories,331.44,3,0.1,94.64
CMD-2024-10604,2024-06-22,2024-06-25,First Class,CUST-694,Consumer,Nouvelle-Aquitaine,Office Supplies,Storage,30.58,7,0.7,-8.6
CMD-2024-10605,2025-10-14,2025-10-19,Standard Class,CUST-753,Home Office,Auvergne-Rhône-Alpes,Technology,Phones,17.79,5,0.0,4.92
CMD-2024-10606,2024-06-16,2024-06-18,Second Class,CUST-308,Corporate,Nouvelle-Aquitaine,Technology,Phones,517.69,2,0.0,191.11
CMD-2024-10607,2024-06-18,2024-06-19,Second Class,CUST-502,Corporate,Hauts-de-France,Furniture,Furnishings,206.55,2,0.1,57.27
CMD-2024-10608,2025-01-27,2025-01-29,Standard Class,CUST-287,Home Office,Auvergne-Rhône-Alpes,Technology,Machines,110.39,1,0.0,37.47
CMD-2024-10609,2025-09-25,2025-09-26,Same Day,CUST-592,Consumer,Nouvelle-Aquitaine,Technology,Phones,73.24,1,0.1,21.89
CMD-2024-10610,2024-07-12,2024-07-15,First Class,CUST-354,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,226.07,6,0.0,64.35
CMD-2024-10611,2025-05-31,2025-06-02,Standard Class,CUST-422,Home Office,Hauts-de-France,Office Supplies,Paper,171.49,5,0.0,31.96
CMD-2024-10612,2024-01-29,2024-01-30,Same Day,CUST-773,Consumer,Hauts-de-France,Office Supplies,Art,1066.44,5,0.1,242.85
CMD-2024-10613,2024-06-13,2024-06-18,Second Class,CUST-524,Home Office,Île-de-France,Office Supplies,Storage,914.21,3,0.0,209.82
CMD-2024-10614,2025-02-25,2025-02-26,Second Class,CUST-514,Consumer,Hauts-de-France,Furniture,Bookcases,236.74,7,0.0,62.81
CMD-2024-10615,2024-12-04,2024-12-06,Second Class,CUST-266,Consumer,Hauts-de-France,Office Supplies,Paper,143.69,5,0.0,22.3
CMD-2024-10616,2025-10-09,2025-10-11,Standard Class,CUST-689,Consumer,Hauts-de-France,Furniture,Chairs,163.63,5,0.0,43.34
CMD-2024-10617,2025-05-10,2025-05-13,Same Day,CUST-584,Home Office,Occitanie,Office Supplies,Storage,267.39,8,0.3,32.79
CMD-2024-10618,2024-12-30,2025-01-04,Standard Class,CUST-535,Home Office,Hauts-de-France,Office Supplies,Storage,38.56,7,0.5,-5.29
CMD-2024-10619,2024-12-07,2024-12-08,Standard Class,CUST-786,Home Office,Île-de-France,Technology,Accessories,102.56,5,0.0,15.69
CMD-2024-10620,2025-05-14,2025-05-16,First Class,CUST-631,Corporate,Auvergne-Rhône-Alpes,Furniture,Bookcases,32.22,4,0.1,6.47
CMD-2024-10621,2025-10-18,2025-10-19,First Class,CUST-707,Corporate,Occitanie,Furniture,Chairs,31.76,4,0.0,7.54
CMD-2024-10622,2025-05-25,2025-05-29,First Class,CUST-580,Home Office,Auvergne-Rhône-Alpes,Technology,Accessories,62.95,8,0.1,12.8
CMD-2024-10623,2024-11-22,2024-11-27,Same Day,CUST-279,Corporate,Auvergne-Rhône-Alpes,Technology,Copiers,161.1,8,0.0,43.72
CMD-2024-10624,2024-08-04,2024-08-09,Second Class,CUST-706,Corporate,Île-de-France,Office Supplies,Storage,352.93,3,0.0,151.62
CMD-2024-10625,2024-10-27,2024-10-31,First Class,CUST-170,Consumer,Occitanie,Office Supplies,Art,161.2,8,0.2,-2.84
CMD-2024-10626,2024-05-11,2024-05-16,Second Class,CUST-540,Consumer,Nouvelle-Aquitaine,Furniture,Bookcases,104.91,3,0.0,37.25
CMD-2024-10627,2024-03-10,2024-03-14,Same Day,CUST-743,Consumer,Hauts-de-France,Technology,Machines,33.91,8,0.0,13.74
CMD-2024-10628,2024-09-08,2024-09-09,First Class,CUST-238,Corporate,Auvergne-Rhône-Alpes,Technology,Phones,190.82,8,0.2,49.19
CMD-2024-10629,2025-02-18,2025-02-22,First Class,CUST-201,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Art,84.62,2,0.2,1.97
CMD-2024-10630,2025-03-20,2025-03-23,Second Class,CUST-567,Home Office,Île-de-France,Furniture,Bookcases,224.96,3,0.1,49.35
CMD-2024-10631,2024-06-30,2024-07-04,Standard Class,CUST-382,Corporate,Île-de-France,Technology,Accessories,846.7,6,0.1,61.87
CMD-2024-10632,2024-06-15,2024-06-16,Same Day,CUST-128,Corporate,Île-de-France,Furniture,Tables,40.96,2,0.1,8.59
CMD-2024-10633,2024-03-31,2024-04-05,Same Day,CUST-117,Home Office,Occitanie,Technology,Copiers,67.45,8,0.0,12.66
CMD-2024-10634,2025-12-14,2025-12-17,First Class,CUST-786,Home Office,Hauts-de-France,Furniture,Tables,155.96,7,0.0,62.6
CMD-2024-10635,2025-06-14,2025-06-18,Same Day,CUST-607,Home Office,Occitanie,Office Supplies,Binders,776.51,5,0.1,73.12
CMD-2024-10636,2024-02-08,2024-02-09,Second Class,CUST-700,Consumer,Île-de-France,Furniture,Tables,340.07,8,0.1,72.77
CMD-2024-10637,2024-05-05,2024-05-08,Standard Class,CUST-119,Home Office,Île-de-France,Office Supplies,Art,517.71,3,0.2,65.4
CMD-2024-10638,2025-03-26,2025-03-29,Standard Class,CUST-425,Consumer,Auvergne-Rhône-Alpes,Furniture,Furnishings,104.33,6,0.2,27.28
CMD-2024-10639,2024-06-21,2024-06-24,Same Day,CUST-455,Corporate,Occitanie,Office Supplies,Envelopes,1078.29,3,0.0,373.62
CMD-2024-10640,2025-10-14,2025-10-18,Standard Class,CUST-532,Corporate,Occitanie,Office Supplies,Storage,38.87,8,0.0,9.19
CMD-2024-10641,2024-08-07,2024-08-08,Second Class,CUST-498,Consumer,Hauts-de-France,Technology,Accessories,26.97,3,0.0,5.99
CMD-2024-10642,2025-09-29,2025-09-30,First Class,CUST-117,Consumer,Occitanie,Furniture,Furnishings,440.74,2,0.1,43.4
CMD-2024-10643,2024-02-27,2024-02-28,First Class,CUST-649,Consumer,Hauts-de-France,Technology,Copiers,591.6,7,0.1,169.76
CMD-2024-10644,2025-10-21,2025-10-23,Same Day,CUST-475,Corporate,Nouvelle-Aquitaine,Office Supplies,Art,35.89,7,0.3,3.13
CMD-2024-10645,2025-04-20,2025-04-25,Same Day,CUST-700,Corporate,Hauts-de-France,Furniture,Furnishings,41.49,2,0.2,6.35
CMD-2024-10646,2025-03-31,2025-04-01,Same Day,CUST-439,Home Office,Île-de-France,Office Supplies,Storage,22.42,8,0.3,-2.42
CMD-2024-10647,2024-12-26,2024-12-28,First Class,CUST-249,Home Office,Nouvelle-Aquitaine,Technology,Copiers,39.28,1,0.2,7.81
CMD-2024-10648,2024-01-01,2024-01-03,Same Day,CUST-332,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,66.7,2,0.7,-19.17
CMD-2024-10649,2025-01-21,2025-01-24,Standard Class,CUST-203,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Paper,787.01,2,0.1,274.8
CMD-2024-10650,2024-12-13,2024-12-18,First Class,CUST-722,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,257.48,4,0.5,-31.89
CMD-2024-10651,2024-07-08,2024-07-11,Second Class,CUST-320,Consumer,Île-de-France,Technology,Copiers,346.67,8,0.0,83.61
CMD-2024-10652,2025-05-19,2025-05-24,Same Day,CUST-125,Corporate,Auvergne-Rhône-Alpes,Furniture,Chairs,344.28,3,0.0,91.05
CMD-2024-10653,2024-07-09,2024-07-12,First Class,CUST-163,Consumer,Hauts-de-France,Office Supplies,Art,183.49,2,0.1,20.69
CMD-2024-10654,2025-05-22,2025-05-26,Same Day,CUST-353,Corporate,Île-de-France,Technology,Accessories,366.33,3,0.7,-96.39
CMD-2024-10655,2025-01-03,2025-01-08,First Class,CUST-348,Corporate,Occitanie,Technology,Machines,214.29,3,0.0,77.64
CMD-2024-10656,2025-02-12,2025-02-14,First Class,CUST-230,Consumer,Île-de-France,Furniture,Chairs,98.09,4,0.0,20.62
CMD-2024-10657,2024-04-26,2024-04-28,First Class,CUST-129,Corporate,Île-de-France,Furniture,Furnishings,196.17,8,0.1,21.1
CMD-2024-10658,2024-05-13,2024-05-18,Second Class,CUST-109,Consumer,Occitanie,Technology,Accessories,182.75,3,0.1,15.19
CMD-2024-10659,2024-02-27,2024-03-01,First Class,CUST-188,Consumer,Hauts-de-France,Technology,Phones,396.52,6,0.0,167.96
CMD-2024-10660,2025-07-09,2025-07-13,Standard Class,CUST-529,Corporate,Nouvelle-Aquitaine,Technology,Copiers,895.52,2,0.2,35.75
CMD-2024-10661,2025-11-15,2025-11-19,Same Day,CUST-246,Corporate,Occitanie,Office Supplies,Binders,131.47,3,0.7,-49.53
CMD-2024-10662,2025-11-02,2025-11-03,Same Day,CUST-226,Consumer,Île-de-France,Office Supplies,Envelopes,332.1,1,0.3,-11.91
CMD-2024-10663,2024-06-21,2024-06-26,Same Day,CUST-797,Home Office,Auvergne-Rhône-Alpes,Office Supplies,Envelopes,38.12,1,0.0,10.45
CMD-2024-10664,2024-05-28,2024-06-01,First Class,CUST-223,Home Office,Occitanie,Office Supplies,Art,344.96,4,0.0,125.64
CMD-2024-10665,2024-03-20,2024-03-23,Same Day,CUST-718,Corporate,Occitanie,Furniture,Tables,117.14,6,0.0,48.17
CMD-2024-10666,2024-07-31,2024-08-03,Standard Class,CUST-440,Corporate,Nouvelle-Aquitaine,Technology,Accessories,23.84,7,0.0,4.88
CMD-2024-10667,2024-07-21,2024-07-23,Standard Class,CUST-617,Home Office,Île-de-France,Technology,Accessories,114.3,7,0.0,40.68
CMD-2024-10668,2024-08-16,2024-08-20,Standard Class,CUST-150,Corporate,Auvergne-Rhône-Alpes,Technology,Phones,222.52,2,0.2,16.86
CMD-2024-10669,2025-11-06,2025-11-10,Second Class,CUST-497,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Binders,42.94,8,0.0,19.07
CMD-2024-10670,2024-08-14,2024-08-17,Standard Class,CUST-413,Home Office,Nouvelle-Aquitaine,Furniture,Tables,582.04,4,0.3,-17.65
CMD-2024-10671,2025-10-20,2025-10-22,Standard Class,CUST-747,Corporate,Auvergne-Rhône-Alpes,Technology,Copiers,32.79,1,0.5,-9.77
CMD-2024-10672,2025-06-15,2025-06-19,Same Day,CUST-613,Home Office,Hauts-de-France,Furniture,Tables,600.06,6,0.0,182.83
CMD-2024-10673,2025-03-16,2025-03-19,First Class,CUST-601,Home Office,Occitanie,Furniture,Furnishings,285.17,2,0.7,-123.99
CMD-2024-10674,2025-02-05,2025-02-07,Same Day,CUST-629,Home Office,Occitanie,Office Supplies,Paper,103.01,3,0.2,-1.72
CMD-2024-10675,2024-02-16,2024-02-18,Second Class,CUST-796,Corporate,Auvergne-Rhône-Alpes,Technology,Phones,124.02,2,0.1,33.42
CMD-2024-10676,2024-08-20,2024-08-23,Second Class,CUST-518,Consumer,Auvergne-Rhône-Alpes,Office Supplies,Paper,312.04,5,0.0,115.35
CMD-2024-10677,2024-10-31,2024-11-02,Second Class,CUST-293,Consumer,Auvergne-Rhône-Alpes,Furniture,Tables,217.39,2,0.1,43.09
CMD-2024-10678,2025-06-09,2025-06-11,Standard Class,CUST-411,Consumer,Occitanie,Technology,Phones,260.0,3,0.0,91.8
CMD-2024-10679,2024-05-22,2024-05-23,Standard Class,CUST-398,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Storage,123.44,5,0.1,27.34
CMD-2024-10680,2025-02-18,2025-02-20,Standard Class,CUST-428,Corporate,Hauts-de-France,Technology,Phones,162.19,7,0.0,54.97
CMD-2024-10681,2025-05-27,2025-05-31,First Class,CUST-575,Corporate,Hauts-de-France,Office Supplies,Envelopes,1025.24,6,0.1,245.04
CMD-2024-10682,2025-01-07,2025-01-09,Same Day,CUST-683,Corporate,Occitanie,Office Supplies,Storage,67.95,4,0.0,23.77
CMD-2024-10683,2025-07-19,2025-07-23,Standard Class,CUST-216,Consumer,Île-de-France,Office Supplies,Envelopes,134.03,6,0.0,28.13
CMD-2024-10684,2024-09-15,2024-09-18,Second Class,CUST-363,Home Office,Île-de-France,Office Supplies,Storage,90.91,2,0.1,12.78
CMD-2024-10685,2025-10-17,2025-10-19,First Class,CUST-616,Corporate,Île-de-France,Technology,Copiers,333.7,7,0.1,64.07
CMD-2024-10686,2025-04-15,2025-04-18,First Class,CUST-618,Corporate,Hauts-de-France,Office Supplies,Paper,332.67,4,0.0,94.42
CMD-2024-10687,2024-01-12,2024-01-17,Second Class,CUST-120,Corporate,Nouvelle-Aquitaine,Furniture,Bookcases,91.11,2,0.0,34.83
CMD-2024-10688,2024-11-25,2024-11-27,Standard Class,CUST-576,Home Office,Île-de-France,Office Supplies,Storage,33.68,1,0.3,-0.33
CMD-2024-10689,2024-12-23,2024-12-26,First Class,CUST-648,Consumer,Nouvelle-Aquitaine,Office Supplies,Art,17.53,1,0.1,1.91
CMD-2024-10690,2025-02-11,2025-02-16,Second Class,CUST-272,Corporate,Occitanie,Office Supplies,Envelopes,137.68,3,0.0,31.04
CMD-2024-10691,2025-10-29,2025-11-02,Standard Class,CUST-161,Consumer,Hauts-de-France,Office Supplies,Storage,131.21,7,0.1,16.33
CMD-2024-10692,2025-01-07,2025-01-11,First Class,CUST-305,Corporate,Île-de-France,Technology,Accessories,995.29,8,0.1,278.18
CMD-2024-10693,2024-01-08,2024-01-12,First Class,CUST-712,Consumer,Hauts-de-France,Office Supplies,Envelopes,154.59,7,0.0,45.0
CMD-2024-10694,2024-05-01,2024-05-05,Same Day,CUST-730,Corporate,Occitanie,Furniture,Furnishings,80.18,8,0.1,21.86
CMD-2024-10695,2024-12-13,2024-12-17,Same Day,CUST-278,Consumer,Hauts-de-France,Office Supplies,Storage,503.07,6,0.3,2.45
CMD-2024-10696,2025-11-06,2025-11-07,First Class,CUST-743,Corporate,Auvergne-Rhône-Alpes,Office Supplies,Storage,163.6,1,0.2,38.76
CMD-2024-10697,2024-03-30,2024-04-02,First Class,CUST-441,Corporate,Île-de-France,Technology,Machines,216.13,5,0.0,96.19
CMD-2024-10698,2025-10-09,2025-10-14,First Class,CUST-539,Consumer,Hauts-de-France,Furniture,Furnishings,37.12,5,0.3,3.0
CMD-2024-10699,2025-11-28,2025-12-03,Same Day,CUST-174,Consumer,Hauts-de-France,Furniture,Furnishings,121.21,7,0.0,49.59
CMD-2024-10700,2024-11-11,2024-11-13,Standard Class,CUST-389,Home Office,Hauts-de-France,Office Supplies,Envelopes,650.01,7,0.5,-95.95
CMD-2024-10701,2024-06-26,2024-06-29,Same Day,CUST-656,Home Office,Occitanie,Technology,Copiers,210.89,2,0.0,90.76
